"Bucket label","m/z","Name","Formula","BY0_000001","BY0_000002","BY0_000003","GRE3_000001","GRE3_000002","GRE3_000003","ENO1_000001","ENO1_000002","ENO1_000003","dGLO1_000001","dGLO1_000002","dGLO1_000003","GLO2_000001","GLO2_000002","GLO2_000003"
"207.6962167146 Da",208.70349,,,1370795.0,1501598.875,1406228.25,1652523.625,1549585.125,1624763.5,1590031.25,1645528.75,1679285.875,1599628.5,1629769.875,1575188.5,1460907.375,1472279.125,1600393.0
"308.0808683623 Da",309.08814,,"C18H8N6",0.0,3318579.75,0.0,0.0,0.0,2944360.75,2140790.75,2197629.25,2263842.0,2440251.75,0.0,0.0,2657649.5,2698743.0,2666148.5
"384.1215888129 Da",385.12887,"S-Adenosylhomocysteine","C14H20N6O5S",1799896.125,2237739.0,2127193.25,1348329.625,1575017.25,1364567.875,731606.75,902448.75,801302.0,1240314.25,1297805.375,1409108.75,2033360.25,2222368.5,2225692.5
"297.1706496983 Da",298.17793,,"C12H28NO5P",1915054.375,1851928.875,1891128.375,1058779.875,1172855.25,1009862.875,1789869.75,1500859.5,1572468.125,1924511.75,1768742.5,2201645.0,1279422.375,1130902.375,1226791.5
"216.0974284751 Da",217.10470,,"C14H16S",794491.1875,953713.9375,830995.6875,4561755.5,4691629.5,4766024.0,0.0,0.0,0.0,0.0,772882.1875,788397.625,594362.25,640581.8125,561951.5625
"304.0219946729 Da",305.02927,,"C14H8O8",2364965.75,2386807.25,2445477.5,1269770.5,1209968.0,1304669.75,1207592.5,1335750.75,1176375.5,1339658.5,1245536.0,1261345.875,1461242.375,1295801.625,1425158.25
"472.1225838025 Da",473.12986,,"C21H28O8S2",1481313.625,1513766.875,1439571.75,987956.375,1791139.875,1708499.375,1296052.0,2329744.5,2595975.5,1192579.125,1041245.75,941920.8125,1347109.25,1475028.5,1369384.75
"555.2642559242 Da",556.27153,,"C17H38N11O8P",762670.25,1282608.75,1117370.375,923836.5625,1114803.375,1215017.375,1125423.0,984394.9375,992381.3125,1191670.5,1418328.125,1463296.0,3080941.5,3066842.75,2750994.5
"219.9894672389 Da",220.99674,,,2605223.75,2439979.0,2299004.5,1195734.25,1118224.125,1061669.875,907022.6875,1010309.375,873169.6875,1132024.625,1200263.875,1306327.125,1404200.625,1439378.5,1461443.125
"626.0868851890 Da",627.09416,,"C30H14N10O5S",1520626.625,1444482.25,1332268.5,0.0,2092293.375,1564864.25,1874504.0,1685673.25,1925159.125,1652144.25,1505848.625,1724624.125,1390919.625,1951638.625,0.0
"488.1073211685 Da",489.11460,"Citicoline","C14H26N4O11P2",1477865.25,1614601.75,1421758.375,1254721.25,1309044.5,1141935.75,1443970.0,1140966.25,1372401.75,1679523.375,1372388.5,1695726.875,1470084.625,1486208.5,1633814.375
"281.1966461759 Da",282.20392,,"C12H23N7O",701445.375,955207.375,802925.125,614461.3125,630815.75,0.0,569465.875,0.0,0.0,797417.75,734484.6875,821715.0,595811.0,749247.0,563405.9375
"271.2511819056 Da",272.25846,,"C16H33NO2",1336882.25,1633884.5,1805649.5,888101.125,1281762.0,1329113.875,1208242.25,1484033.625,1553011.5,1614652.125,1798624.375,1721788.75,1016416.9375,1102441.5,1362076.25
"307.0814617985 Da",308.08874,,"C14H17N3OS2",1546418.25,2253690.25,1512095.75,1278752.875,1156141.125,1178403.75,1106693.875,1920175.625,1016861.8125,1497923.25,866106.875,1185538.875,1517519.875,1606297.625,1471826.25
"289.1274004049 Da",290.13468,"Ophthalmic acid","C11H19N3O6",1518995.5,1649846.875,1823349.0,1314945.75,1483079.375,1499850.125,1244590.625,1119243.0,1207592.375,1604869.25,1593377.75,1686052.75,1149284.0,1064474.0,1092553.25
"282.1677303071 Da",283.17501,"Hexaethylene glycol","C12H26O7",0.0,0.0,0.0,0.0,0.0,845809.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"439.2698941320 Da",440.27717,"LysoPE_0:0_15:0_","C20H42NO7P",2005713.125,2562239.5,2059648.0,1622253.125,1342570.75,1397267.25,1003245.4375,1069345.5,1040777.6875,1131284.5,986141.3125,1218543.375,1195208.875,1250471.25,1145375.625
"488.2216929566 Da",489.22897,,"C16H24N16O3",1019464.5,1179223.375,1318659.625,1191980.0,1237734.375,1339665.375,2366148.5,2304385.75,2151329.5,1314224.375,1248306.75,1251473.5,1258016.5,862433.6875,880798.625
"339.0736494746 Da",340.08093,,"C10H17N3O8S",1505976.0,1498261.875,1566844.5,1275406.125,1252887.0,1284563.875,1395637.75,1394407.75,1515714.75,1353273.375,1369621.125,1375723.5,1237119.875,1380636.25,1346530.25
"382.2031878213 Da",383.21046,,"C18H38O2S3",1339551.5,2697686.0,2888639.25,0.0,623571.875,1261156.125,0.0,1049629.125,1243065.75,1682457.5,1975257.5,2196597.0,761647.875,1280657.125,1495257.0
"537.1199274949 Da",538.12720,,"C17H33NO12P2S",1178557.625,1230752.25,1329385.5,1259196.375,1135744.625,1099969.375,1367165.625,1485012.375,1614533.875,1254830.375,1582702.875,1278656.125,1443376.0,1382493.25,1852422.0
"315.9872400192 Da",316.99452,,"C8H8N6O2S3",2375967.75,2335401.5,2209912.25,1364598.5,1313159.0,1223219.125,705493.875,777213.0625,606636.4375,1220537.125,1034402.5625,1242362.375,1476662.0,1404142.75,1185146.75
"275.1481454476 Da",276.15542,"Epsilon-_gamma-Glutamyl_-lysine","C11H21N3O5",1496595.0,1781811.75,1675736.0,1422036.125,1608931.5,1584285.25,1053965.0,868830.4375,1015957.625,1291102.125,1314771.375,1288168.75,1263168.0,1358883.125,1315071.375
"340.2977434861 Da",341.30502,"Polyoxyethylene _600_ monoricinoleate","C21H40O3",0.0,1581035.625,2017393.875,0.0,0.0,985611.5,0.0,1187906.5,2094217.375,3358634.25,3858103.5,4165064.25,0.0,0.0,1040323.5
"249.0790565745 Da",250.08633,,"C16H11NO2",1657297.0,2225536.0,2248927.5,0.0,718515.3125,984506.8125,0.0,882485.375,0.0,2565561.0,2981218.25,2778214.25,874786.9375,0.0,2229814.75
"764.1374614825 Da",765.14474,,"C31H32N12O2S5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609668.0625,0.0,0.0,0.0,0.0,0.0,0.0
"249.0788777660 Da",250.08615,,"C16H11NO2",1359840.0,2048203.75,1980272.875,0.0,660678.1875,865060.1875,0.0,768494.1875,1302693.25,2394288.75,2362091.25,2218505.25,619622.5,1463821.0,1965021.875
"259.0457403680 Da",260.05302,"Glucosamine-1P","C6H14NO8P",717425.625,724351.9375,866234.5,891888.25,885346.25,0.0,2648298.75,2415131.5,2326171.5,1412685.75,1406860.25,1363141.0,1440929.625,1484199.25,1416407.625
"367.2125092496 Da",368.21979,,"C16H34NO6P",1108438.875,1062077.375,1072747.25,0.0,0.0,0.0,0.0,556553.6875,676982.4375,0.0,1126548.875,0.0,0.0,0.0,0.0
"780.1050277217 Da",781.11230,,"C28H48N2O5S9",1524329.625,1458358.75,1343787.0,1490973.875,1302365.875,1458713.25,1329252.125,1624176.125,1291113.875,1319342.625,1630223.125,1453372.125,0.0,1301777.5,1261910.875
"584.3093171670 Da",585.31659,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701196.8125,0.0,0.0,0.0,0.0
"307.0738924746 Da",308.08117,,,1744165.0,1626785.625,2009201.75,1273237.75,1331905.375,1207166.875,1007804.5,1093261.5,954927.125,1165075.0,1614387.125,1335540.375,1087660.25,1124929.25,1014546.8125
"297.1098091595 Da",298.11709,,,1086900.875,1200997.125,1155081.5,0.0,0.0,0.0,608348.625,721219.6875,832205.6875,1095292.875,1021777.875,1409850.75,3631457.25,3298858.0,3440469.5
"556.2287912842 Da",557.23607,,"C18H38N8O8P2",0.0,0.0,0.0,0.0,647208.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"462.1746651442 Da",463.18194,,"C21H34O7S2",1607440.125,1578004.5,1395562.875,0.0,935732.125,1999372.25,0.0,2930237.75,2905537.75,816172.4375,1028328.8125,1073148.75,658832.3125,1088809.625,1012493.5
"241.9852538173 Da",242.99253,,"C5H10N2O3S3",1754492.875,2006732.5,1908940.625,812768.5625,914211.1875,0.0,1357114.625,1118015.0,1030226.5,1216538.25,920264.375,1063451.25,1742613.25,1497047.0,1557702.25
"208.0273941500 Da",209.03467,,"C12H4N2O2",992095.0,1073356.625,1118828.0,1312051.0,1152708.75,1247290.125,1447006.375,1452487.0,1543713.5,1230786.375,1189241.125,1317783.125,1202084.5,1278512.125,1301800.5
"307.9409664145 Da",308.94824,,"C7H4N2O8S2",918862.125,704368.5,896571.8125,780460.6875,1506149.0,1532012.375,1371290.75,3217918.75,3167310.75,787185.125,799901.25,875939.25,603103.4375,719933.625,817358.125
"309.2304096118 Da",310.23769,,"C18H31NO3",1294667.375,1216541.125,1153870.0,1117617.5,1083726.5,1162614.125,968568.9375,920739.875,1122873.25,1371979.375,1650086.0,1373365.125,1504283.25,1382295.625,1247993.125
"493.3192028044 Da",494.32648,"PC_16:1_9Z_0:0_","C24H48NO7P",0.0,0.0,1776070.75,1670421.875,1810970.0,1714744.25,923428.4375,1259965.375,767362.0625,1176045.0,752685.3125,1229824.875,1485430.5,2605315.25,1363742.875
"426.0686399419 Da",427.07592,,"C17H6N12O3",1823431.375,1714702.75,1408065.5,804638.375,875013.5,713002.8125,1770840.125,1946378.5,2133977.5,937388.0,861604.4375,979353.5625,816146.9375,852873.4375,849447.875
"351.1100422544 Da",352.11732,"S-_2-Hydroxyethyl_glutathione","C12H21N3O7S",1457681.0,1619729.125,1425564.125,1187499.125,1182686.5,1083399.75,865820.125,785691.625,1015122.6875,1273727.875,1331620.625,1540839.25,1062370.875,1173070.5,1231803.875
"307.0820297766 Da",308.08931,,"C11H18NO7P",3274461.5,0.0,3291391.5,0.0,1407630.375,3066753.75,0.0,0.0,2119346.75,0.0,0.0,1759039.625,0.0,0.0,3288067.25
"426.3821566859 Da",427.38943,"_S_-2,3-epoxysqualene","C30H50O",1922334.25,1978935.125,1810147.75,1366054.0,1891985.875,1887779.125,0.0,545232.875,0.0,1004128.0625,1177222.125,1085866.0,1048419.5625,1085557.375,1301877.25
"286.0818764517 Da",287.08915,,"C9H19O8P",843705.5625,904946.375,836723.8125,2847768.25,2677865.5,2302077.25,0.0,0.0,0.0,1219264.875,1193291.25,1325059.375,1493480.0,1193318.375,1254062.25
"307.0862079706 Da",308.09348,,"C19H9N5",1757224.75,1847730.375,1716943.0,1092515.625,881538.9375,1286866.875,807055.4375,1000713.0625,0.0,1156240.625,1450199.0,956321.6875,1363363.625,1381006.25,1329489.5
"359.0861571251 Da",360.09343,,"C15H21NO5S2",1774594.5,1817972.5,2179031.25,0.0,958176.6875,1001211.625,1033459.0625,2059904.25,1866509.375,1218144.25,1512660.875,1320968.25,601333.8125,0.0,680107.5625
"430.8213414451 Da",431.82862,,"C9H5NO5S7",1671768.875,2179743.25,1811790.125,668944.6875,825689.375,1296671.625,1333099.375,1121635.625,1145300.0,1022831.1875,1112052.5,1221254.375,896741.5,712387.75,1003744.5
"335.0406321303 Da",336.04791,,"C11H14NO9P",1281643.5,1429909.875,1546931.875,1038670.6875,1203508.75,1150083.625,1061740.625,968267.5,832497.5,1152346.0,1136061.125,1129052.5,1402214.0,1313796.25,1345649.0
"469.2440728133 Da",470.25135,,"C20H40NO9P",857395.5,1229015.25,1236891.75,849655.375,1147730.625,1323389.25,736578.5,997474.0,1087530.5,1924723.125,1338385.375,1633745.25,1174646.375,1150680.125,1281125.0
"254.0901804953 Da",255.09746,"L-Agaridoxin","C11H14N2O5",1585950.25,1639626.125,1387247.5,930828.25,745810.875,718055.4375,1277361.5,1410312.25,1421662.375,1124892.5,1101536.5,1147977.875,1273120.625,1024703.3125,1095672.75
"361.1614213791 Da",362.16870,,"C11H28N3O8P",1056696.75,1033712.9375,1286381.875,1283838.125,1234994.125,1378360.5,855485.0625,922793.8125,867042.625,1293970.875,1051757.25,1178699.625,1432155.5,1654645.0,1275028.5
"298.0818853463 Da",299.08916,,,984592.625,944147.75,1104873.375,2146791.25,2064168.0,1751962.0,562911.75,0.0,0.0,1018002.625,1055689.5,1288813.0,1650418.75,1570161.5,1655460.25
"271.9610173948 Da",272.96829,,"C6H4N6OS3",2184271.75,1930117.875,2117424.5,1052214.375,928798.375,885786.625,777111.5625,640376.5625,698892.8125,954817.5625,950675.5625,974534.625,1255386.25,1179252.25,1083133.125
"251.9665064211 Da",252.97378,,"C9H4N2O3S2",1514159.5,1203088.875,1120961.75,857783.6875,830152.8125,907956.4375,1724775.875,1524260.75,1371137.125,1281302.375,1246976.375,1231735.125,798717.125,992016.625,863390.3125
"341.6127268886 Da",342.62000,,,1693159.125,1596569.5,1583930.5,1119617.75,964950.5625,889316.1875,919447.1875,842309.8125,792014.8125,1213202.25,1522593.875,1537164.5,1197080.5,760791.6875,759016.4375
"201.1749731669 Da",202.18225,,,1317428.75,1552194.75,1605307.875,1035239.375,965660.5,891390.1875,743483.8125,693080.75,586689.5625,1057168.875,1070221.875,1089030.625,1583371.875,1482373.625,1570275.25
"208.1464085422 Da",209.15368,"3-Hydroxy-7,8-dihydro-beta-ionol","C13H20O2",986030.4375,805266.625,1126486.25,1151626.25,853308.75,1018780.4375,1373293.0,1282090.625,1401854.875,1075319.5,1411943.0,1418723.0,1249657.875,998275.0625,938025.875
"290.1882075289 Da",291.19548,"_9Z,11E,13E,15Z_-4-Oxo-9,11,13,15-octadecatetraenoic acid","C18H26O3",930451.125,1236596.25,1051828.875,1165503.375,1375741.125,1075868.75,1133902.375,1111816.375,1016189.4375,1251962.375,1145761.5,1131139.25,1130594.75,1073271.75,1179767.625
"517.2168202965 Da",518.22410,,"C24H39NO7S2",0.0,1142189.0,1508903.5,0.0,0.0,0.0,0.0,1567801.0,2254944.0,2464371.0,3539695.0,4417411.5,0.0,0.0,0.0
"443.0076506103 Da",444.01493,,"C16H14NO10PS",2157511.25,2237799.5,2346004.0,859212.0625,780215.375,966456.0,0.0,0.0,673721.3125,918684.8125,852658.3125,1058032.375,1350238.125,1363463.75,1298957.25
"299.2824476290 Da",300.28972,"Sphingosine","C18H37NO2",987905.6875,958365.75,1053857.625,1098629.75,1072578.75,964402.1875,1030152.25,1066267.5,1230418.25,1232214.625,1419280.5,1455939.0,1074840.25,1063051.125,1121495.375
"340.1926620781 Da",341.19994,,"C16H36OS3",1209212.875,1969123.5,2358366.5,0.0,0.0,0.0,0.0,1117815.375,1550803.25,1542728.375,1804694.125,2336334.0,934748.4375,818545.375,1123046.25
"555.1304687085 Da",556.13775,,"C18H29N5O11S2",1299475.5,1509618.5,1554856.25,1216072.75,861609.9375,1449671.375,707602.5,713944.375,818545.375,1063723.75,1221912.5,833536.25,988239.1875,1215782.875,1289571.625
"268.2401689019 Da",269.24745,"Cyclohexaneundecanoic acid","C17H32O2",831262.5625,1065537.875,1113182.25,687921.0625,744312.75,941780.875,1054972.5,1492312.125,1384483.0,1357701.125,1579918.375,1482797.625,971903.5,864962.0625,1014499.5625
"425.2542284629 Da",426.26150,"PE_14:0_0:0_","C19H40NO7P",1131451.125,944085.0625,1184716.0,2219645.25,1986430.875,2199113.75,641257.75,0.0,0.0,731938.9375,607324.0625,788197.625,1366132.125,1436447.75,1331832.625
"364.0222656572 Da",365.02954,,"C14H5N8O3P",1172341.75,1196786.25,1098742.375,598013.0625,813063.625,732236.4375,1905911.875,1545997.5,1395905.0,1294732.75,1065944.75,1253383.875,895381.25,712045.3125,862868.0
"298.2871899727 Da",299.29447,"Isopropyl palmitate","C19H38O2",732308.625,670752.875,710523.0,1729967.625,1104993.75,993830.125,1259561.125,1056203.875,874984.0,1068664.75,898355.5,872673.75,1860585.375,1343124.25,1207002.375
"281.1967881815 Da",282.20406,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594408.0,0.0,667747.125,0.0,0.0
"391.1123717584 Da",392.11965,,"C16H25NO6S2",1347101.125,1443654.5,1372771.75,655764.5625,981115.0,1068779.375,882191.125,1873184.125,2120031.75,761983.125,841236.5625,871661.375,757436.375,779982.125,583064.875
"307.0811652475 Da",308.08844,,"C14H17N3OS2",1464080.75,1291824.875,1411753.375,891268.9375,983472.0,907298.25,837804.4375,1024997.375,1014459.0625,1069211.125,988733.25,1040674.125,1066626.875,1078203.25,1248823.375
"624.0811270606 Da",625.08840,,"C18H33N4O10PS4",853803.3125,896467.875,1435916.375,901112.8125,913928.25,1285564.875,1299814.875,1026388.9375,1315077.375,859432.75,1342653.0,892980.3125,908273.5625,1459852.0,886457.9375
"556.2701095812 Da",557.27739,,"C33H32N8O",0.0,0.0,0.0,0.0,0.0,1427679.5,2365709.25,1990222.625,0.0,1562091.875,1386272.125,1465152.125,0.0,3003623.0,3041019.5
"410.0494358428 Da",411.05671,,"C18H18O7S2",1264781.0,1195349.625,1111514.0,823793.375,1259030.375,1115728.5,897368.4375,1493644.625,1561047.75,640558.9375,737264.3125,623233.4375,1137078.5,1187470.75,1153142.375
"244.0182672138 Da",245.02554,,,1074458.625,1016487.25,1227484.625,899218.0625,778758.4375,834060.4375,1618975.875,1792948.0,1677834.375,740596.0625,887019.4375,926857.0,932412.875,748270.0,1008424.5625
"225.9556132400 Da",226.96289,,,2111638.25,2028554.375,2467271.75,1078155.0,1132362.625,1057373.875,749567.125,0.0,0.0,0.0,672139.9375,969147.8125,1240747.375,1050938.375,1458744.5
"368.3766615143 Da",369.38394,,"C23H48N2O",1072961.625,1394892.25,1060404.25,1011477.0,942892.75,1187627.25,0.0,0.0,0.0,1703520.25,1744623.25,1762870.875,1281415.0,1266315.125,1519909.125
"241.9850481991 Da",242.99232,,,1506247.25,1547235.75,1507586.375,614105.6875,723027.9375,858884.0,1021475.4375,916586.5625,1187483.625,803895.375,727280.0625,1053272.0,1205521.25,1136366.125,1139588.875
"225.9554358857 Da",226.96271,,,1523941.125,1677141.5,1521074.0,955786.875,750057.75,886315.75,605432.6875,653179.5,602468.6875,1089145.375,914931.5,905531.6875,1222638.0,1202496.125,1093499.75
"442.0756423627 Da",443.08292,,"C19H22O8S2",737999.5625,805025.1875,743471.375,715142.125,1045699.3125,1309258.625,1061780.125,2469866.0,2409910.75,648199.9375,570401.6875,699272.0,902278.25,847505.5625,623803.0
"305.0681610980 Da",306.07544,,"C10H15N3O6S",952348.375,1063393.375,1222072.0,1205848.25,1098791.375,963734.1875,1038223.6875,867216.9375,1097593.375,886808.3125,941437.0625,1138787.375,950965.125,964298.25,1141904.5
"333.2151434908 Da",334.22242,,"C16H31NO6",721509.25,737150.125,767390.375,1718529.125,1769443.625,1591304.75,770091.0,897351.5,764417.4375,915925.25,802184.6875,794713.875,1144993.625,1037399.6875,1068488.875
"367.4178037065 Da",368.42508,,"C25H53N",1263534.125,2121111.0,1738799.0,0.0,0.0,682382.9375,0.0,1013434.9375,1307409.5,1750244.625,1741317.5,1871724.75,0.0,690342.9375,1068180.125
"663.1110682139 Da",664.11834,,"C15H23N17O8P2S",0.0,0.0,0.0,2279778.25,0.0,2134771.0,1988557.375,0.0,0.0,1724934.375,0.0,1891150.375,0.0,2600715.5,2613440.75
"311.9671596400 Da",312.97444,,"C11H5O9P",1679538.25,1745472.5,1664679.75,573371.0,0.0,720340.1875,1136122.875,878057.375,1061679.375,690182.6875,816517.375,920924.875,1216145.5,980906.9375,914653.1875
"283.0916942026 Da",284.09897,"Guanosine","C10H13N5O5",1526076.0,1691227.0,1606886.0,1098535.125,0.0,1187205.5,1157803.25,1075522.75,1095706.625,1592884.5,0.0,1479367.125,1486024.75,0.0,0.0
"203.1268992141 Da",204.13418,"Glycyl-Lysine","C8H17N3O3",864223.625,842703.75,801366.4375,1201920.625,1141500.125,1159726.25,1048872.25,1124853.0,1278033.0,627561.75,593780.625,621686.125,1245400.375,1169075.625,1256382.875
"477.3143781092 Da",478.32165,,"C33H39N3",0.0,0.0,568612.4375,1236039.0,1502898.625,1840138.125,0.0,0.0,0.0,1781609.375,1721589.625,2145320.25,1393898.25,1361028.0,1410678.75
"278.0314822666 Da",279.03876,,"C7H18O5S3",0.0,567241.4375,580835.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"341.0552494878 Da",342.06253,,"C11H15N7S3",1784627.625,1540843.75,1602468.875,596904.1875,588561.125,556620.625,709547.5625,669335.9375,746011.25,571908.25,744117.125,792971.875,1106761.5,1274732.125,1244890.875
"301.1889383812 Da",302.19621,,"C15H27NO5",866940.75,672224.6875,1032869.3125,916907.125,1150815.25,993022.5,1011645.75,914395.125,871677.3125,1014598.75,1028590.8125,1094713.75,911157.5625,819350.1875,1207071.625
"723.0466434337 Da",724.05392,,"C20H26N3O22PS",0.0,0.0,0.0,0.0,703153.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"282.1079547306 Da",283.11523,,"C18H18OS",0.0,0.0,0.0,681602.1875,679483.375,743249.625,0.0,0.0,0.0,0.0,0.0,0.0,690388.3125,551742.6875,568768.125
"481.3167838301 Da",482.32406,"PE_18:0_0:0_","C23H48NO7P",0.0,1342199.0,1271017.625,1955031.25,2382308.5,2115981.5,0.0,0.0,0.0,0.0,618122.0,618447.75,1091404.75,1467807.125,1556176.25
"355.3450176173 Da",356.35229,,"C22H45NO2",0.0,0.0,0.0,0.0,0.0,0.0,3940950.0,5407040.0,5040403.5,0.0,0.0,0.0,0.0,0.0,0.0
"254.0903433410 Da",255.09762,"L-Agaridoxin","C11H14N2O5",1542212.625,0.0,1482036.625,0.0,771840.1875,0.0,1724527.625,1440850.375,1509589.375,0.0,1118261.75,1201856.875,1166493.375,1167424.875,1261080.0
"322.1994889993 Da",323.20677,,,678693.5625,1188476.125,1377670.375,0.0,587503.5,876026.25,643640.3125,1583370.625,1988470.125,1219073.875,1103311.375,1508007.875,0.0,728924.6875,806228.75
"337.0943779384 Da",338.10165,"S-_Hydroxymethyl_glutathione","C11H19N3O7S",1117312.375,1151344.125,1190204.25,987009.0,852024.1875,984578.5,885898.0,771555.4375,1038913.125,737934.5625,1092401.375,585174.9375,1042242.0,940821.5,903235.25
"344.1237518834 Da",345.13103,,"C12H25O9P",727748.625,1027819.0625,858543.875,1744649.25,1581439.125,1392256.875,0.0,0.0,0.0,850504.875,905625.6875,944291.375,1412727.5,1350170.75,1446706.375
"278.0315623763 Da",279.03884,,"C7H18O5S3",0.0,563393.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"507.3325081806 Da",508.33978,"LysoPE_0:0_20:1_11Z_","C25H50NO7P",1820746.625,1972947.25,1911957.75,1455689.5,1443988.75,1510948.5,0.0,0.0,0.0,0.0,0.0,739142.9375,951974.125,797095.9375,1353600.625
"414.2294235339 Da",415.23670,,"C19H42O3S3",1587831.875,1692473.375,1733936.25,0.0,0.0,720405.3125,704413.75,784880.25,640359.25,1280768.25,939269.3125,927980.1875,832879.25,930766.1875,1176483.625
"240.2088348920 Da",241.21611,"9-Pentadecenoic acid","C15H28O2",744633.3125,818935.3125,844980.25,596173.0,714864.5,928644.625,884558.75,1060164.75,943227.1875,1084313.25,1295615.0,1107411.375,809779.5625,1031245.0,1075393.125
"354.1474149059 Da",355.15469,,"C14H22N6O3S",1206563.0,670708.875,696037.0,755504.25,964081.0625,906255.375,1248799.25,1320273.125,0.0,897621.5625,655329.75,0.0,1541044.75,1678876.25,1390617.5
"206.9591108939 Da",207.96639,,,1124576.125,865534.3125,1012966.875,779049.625,713465.0625,750547.9375,1291732.5,1039659.5625,960405.5,1180845.125,1029472.75,964839.8125,866855.4375,650551.875,682869.1875
"325.2253230707 Da",326.23260,"10-Nitrolinoleic acid","C18H31NO4",747595.625,0.0,737599.125,2062021.625,2125943.75,2302289.75,0.0,579024.625,642749.3125,847480.875,716997.9375,810862.4375,846203.4375,664472.375,807005.5
"334.0665297102 Da",335.07381,"1-_sn-glycero-3-phospho_-1D-myo-inositol","C9H19O11P",0.0,0.0,0.0,0.0,693040.1875,772929.4375,1999198.375,2219388.5,2300593.5,1117079.5,888948.9375,984160.75,919576.25,1033043.75,913937.6875
"236.0207954263 Da",237.02807,,,1506819.125,1256057.625,1425250.25,812712.375,928569.0,852669.0625,655512.125,594616.625,674260.875,789444.1875,798787.9375,742117.0,1008874.375,827169.375,946371.9375
"780.1133147173 Da",781.12059,,"C19H41N8O13PS5",1144116.125,1177089.0,1218007.875,1097496.25,1293415.125,1232661.875,1006560.875,1178059.625,1242490.5,0.0,790558.0625,1332244.5,0.0,0.0,1098212.625
"281.2718534071 Da",282.27913,"Oleamide","C18H35NO",0.0,828228.25,942871.9375,0.0,0.0,641119.5625,0.0,953503.0,1066468.25,2741184.5,2928381.0,3076839.75,0.0,0.0,596005.125
"309.1688593243 Da",310.17614,"Lysyl-Tyrosine","C15H23N3O4",865289.625,907490.5625,891998.9375,788845.0,779382.4375,869361.625,1270254.75,1138188.125,1043607.125,545146.5,754095.75,727281.125,1138785.75,991233.0,988883.0
"297.0568364330 Da",298.06411,,"C7H7N9O5",885185.8125,910680.875,911592.9375,744038.375,802655.5,881305.3125,1167975.125,929471.875,1211773.625,745857.0,926267.5,966803.375,870599.5,900869.0625,837081.6875
"436.1263862448 Da",437.13366,,"C15H24N4O9S",1168297.125,1250131.5,1204742.5,570766.25,848534.625,621014.625,739314.75,773440.0,759763.125,1026661.375,874011.125,1063057.875,866584.625,1025780.0,855240.5
"218.2034898350 Da",219.21077,"_3E,7E_-4,8,12-Trimethyl-1,3,7,11-tridecatetraene","C16H26",582477.875,860437.4375,920283.875,0.0,682459.8125,970527.875,581411.4375,1186933.25,1522925.0,1359968.75,1249904.875,1356431.0,614605.1875,755445.125,972539.9375
"268.1535826359 Da",269.16086,"Histidinyl-Isoleucine","C12H20N4O3",1225657.125,1349540.25,1425392.875,1518205.75,1430107.125,1405654.125,0.0,578019.1875,0.0,665109.1875,674006.5625,647269.75,809255.3125,935412.4375,899520.625
"270.1079839313 Da",271.11526,,"C17H18OS",0.0,0.0,0.0,0.0,908767.3125,1088107.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"210.0868442668 Da",211.09412,,,0.0,0.0,0.0,2292654.5,2611057.5,2809940.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"307.0866308194 Da",308.09391,"S_8_-succinyldihydrolipoamide","C12H21NO4S2",1414425.25,1273123.125,1324306.625,871167.875,756605.0625,988424.875,0.0,811723.0,707788.0625,964171.4375,964361.5,631337.8125,831844.3125,901848.25,920753.6875
"308.0420294062 Da",309.04931,,"C8H20O6S3",1530361.5,1528338.5,1476369.5,1033681.0,1224060.125,1277952.625,0.0,0.0,0.0,720862.4375,790175.375,814422.375,1097041.5,964407.375,897699.8125
"208.1462061675 Da",209.15348,"3-Hydroxy-7,8-dihydro-beta-ionol","C13H20O2",797999.3125,616557.125,758751.5,844208.875,650368.6875,736027.875,1102185.75,1103958.375,1176296.25,1050695.0,1054943.25,985685.4375,695215.125,810867.5625,878961.9375
"372.0117792069 Da",373.01906,,"C17H8O10",2243794.25,2131977.0,1975342.5,566935.3125,582068.8125,662576.875,0.0,0.0,0.0,812196.25,765208.1875,669278.75,920095.75,853626.4375,915447.8125
"508.4491277029 Da",509.45640,"FAHFA_16:1_9Z_5-O-16:0_","C32H60O4",0.0,873986.4375,1054237.375,0.0,0.0,924952.375,0.0,1134831.375,1339919.5,1702634.75,2184769.0,2301414.0,0.0,636505.0625,926871.125
"218.0103817330 Da",219.01766,,"C5H14O3S3",1745266.875,1594184.625,1580611.5,1103669.0,847013.125,1063507.125,0.0,0.0,0.0,704096.1875,816171.625,911227.3125,876264.625,972099.25,853203.125
