"Bucket label","m/z","Name","Formula","BY0_000001","BY0_000002","BY0_000003","GRE3_000001","GRE3_000002","GRE3_000003","ENO1_000001","ENO1_000002","ENO1_000003","dGLO1_000001","dGLO1_000002","dGLO1_000003","GLO2_000001","GLO2_000002","GLO2_000003"
"541.0610878842 Da",542.06839,,"C15H21N5O13P2",1.3650189275784992E7,1.3333438909985716E7,1.4018606949012304E7,1.8863057257880535E7,1.886425790060905E7,1.872462347852354E7,1.4661404391095014E7,1.5658745966368783E7,1.4390819935285036E7,7729390.659793154,7265105.935436484,7817831.844210133,4193858.0,4841036.375509651,4677525.552319551
"215.0558713098 Da",216.06306,"Glycerylphosphorylethanolamine","C5H14NO6P",1.3127643050527833E7,1.2844872713549985E7,1.265085735966338E7,1.6367303767042503E7,1.5067505190709667E7,1.6061494294854855E7,1.2948968826786337E7,1.3360996712830128E7,1.3044731062137261E7,8926315.75152102,8116027.067637447,7289692.801664742,4567414.0,4892053.486419025,4677499.90519798
"624.0900788783 Da",625.09723,,"C18H32N4O12S4",1.5622333259337096E7,1.7946060155672703E7,1.684126064782023E7,1.97428612752106E7,1.878226835157625E7,2.1131141343104668E7,1.3198796133292414E7,1.35173469295293E7,1.39190036181019E7,9334662.774761844,9043817.824358128,8801199.487873957,4402919.0,4474586.9803469945,4446040.164751441
"310.1780385219 Da",311.18531,"3-Hydroxy-6,8-dimethoxy-7_11_-eremophilen-12,8-olide","C17H26O5",7189383.115167805,7114797.898668463,7094912.486454176,9627675.436617116,8572879.632663745,8960641.308584591,9254022.263176529,1.0067271661303395E7,8659969.367241206,4920762.070680846,4433750.841897935,4594691.51597943,2343020.5,2235325.0013865973,2378261.6063604928
"228.2088971606 Da",229.21627,"Myristic acid","C14H28O2",1.1257795317395788E7,1.311283293838049E7,1.2830326946007956E7,1.1493858556520132E7,1.2988152704278039E7,1.4603288785230657E7,1.0071260822128486E7,1.139781899484679E7,1.1737887971175307E7,8811951.752920069,8424843.098209465,8399752.445913214,4195978.5,4308826.701101212,4662469.183303139
"282.2558879557 Da",283.26317,"Oleic acid","C18H34O2",8361075.222356111,1.0929794986252986E7,1.140804116806244E7,8609929.501078526,1.0534228448305123E7,1.177209379241772E7,8723809.155041957,1.2144477297917675E7,1.6757751517958676E7,1.2268453720111385E7,1.4019711748470003E7,1.5913078584122699E7,2725152.5,2675733.4047562024,3017648.8730891664
"414.2464998916 Da",453.20966,,"C18H38O10",9562563.877300438,9445795.919323469,9498608.751453085,1.6583809049644455E7,1.4935506775069049E7,1.4872471332192454E7,5534318.492865356,5248907.89469835,6187832.422129679,5120391.286462703,5370988.499258997,5210568.969826724,2712561.5,2520488.699921644,2310965.5708970292
"370.2202682790 Da",409.18343,"Octaethylene glycol","C16H34O9",9563049.291254368,1.008273489081901E7,1.0039874258313818E7,1.650925579978339E7,1.4935189925507374E7,1.543507368202381E7,6842283.8580561755,5222013.492406463,5569596.508861047,5335674.116803212,5462392.369803616,5226129.042057452,2757278.75,2514537.649104281,2539991.852102739
"312.1759380840 Da",313.18322,"N-Undecylbenzenesulfonic acid","C17H28O3S",8319089.759563571,8673865.608874608,1.0182960144993108E7,0.0,3543113.5240263497,6831840.094519058,0.0,3565800.4684847263,7110347.79492298,3319952.871267073,3738764.6471499433,3701231.1305483165,4688607.0,1.1856060320508009E7,1.5361389730370572E7
"242.2245493667 Da",243.23193,"Isopentyl decanoate","C15H30O2",1.1882215900085703E7,1.3742085250711838E7,1.4554404610181572E7,8910914.18897772,1.034576966427986E7,1.3566449894926345E7,9528959.070006546,1.1538707931280596E7,1.0194540093857486E7,9452197.744414806,9373868.081448339,9137881.923773136,3494067.5,3752550.7127975086,4049645.797020487
"458.2726909719 Da",497.23585,,"C20H42O11",8703409.621068578,8793244.79470076,8558384.942483295,1.5125441909379354E7,1.3415056903879423E7,1.3695056357623111E7,5005290.085849245,4987322.310375028,4738856.071402967,4483165.985496193,4707441.503616002,4182818.187681325,2304850.0,2145823.972680378,2266527.658254939
"227.1886033179 Da",228.19586,,"C13H25NO2",1.146224465904246E7,1.249168094708483E7,1.2255093455522902E7,9422193.850360326,9971194.559480028,1.0791377292237937E7,7226620.091432149,7150784.942914551,6753344.50793145,7395769.456999528,7730882.892507443,8241187.540426961,2075059.625,2011064.2895527452,2101350.766248625
"326.1940672306 Da",365.15723,"Heptaethylene glycol","C14H30O8",7934378.343443382,7453979.615836719,8017495.97243774,1.3410713754062723E7,1.3519391573403765E7,1.3256471966733659E7,4964356.788676715,5373178.103529428,5836872.442187318,4718208.88470787,4889535.8256087415,4879296.432753441,2429970.75,2493374.052110528,2319411.0171649517
"276.1725599036 Da",315.13572,"Cyclandelate","C17H24O3",7365103.914564516,7357962.772358404,7588003.095447314,9616078.542147124,9667424.770062322,1.081301726080988E7,6571963.2883362835,6033395.440831332,6029927.041314118,4397014.165225147,3984407.929978268,3993564.1862989124,2181491.75,2323882.1785929105,1877994.636170246
"358.3083016352 Da",359.31559,"MG_18:0_0:0_0:0_","C21H42O4",3663204.608536467,8187429.818844066,9689285.287440397,0.0,2557649.406998353,4791890.216236972,0.0,5786577.520740888,1.0019764572819268E7,1.1119112434230732E7,1.16274378800124E7,1.2046270136156546E7,547970.8125,838857.4539922776,1565761.1721534778
"390.2770064901 Da",391.28428,"12-Ketodeoxycholic acid","C24H38O4",4387714.562093197,1.0038020239789935E7,1.5766696659911137E7,0.0,0.0,0.0,2718856.4989684275,4115433.461682564,4081694.748251528,6917788.471058517,8648949.079716371,8998383.422447331,2227936.75,2032153.4319339483,2315061.0641926085
"406.3294279086 Da",429.31865,,"C22H46O6",6119806.650278026,6647747.851585939,6709118.271816882,1.0590850524713663E7,1.3541962379723446E7,1.804532066685971E7,0.0,1693649.8216607922,1552749.6664768173,4592345.566027524,4995492.9324707575,5441367.638512947,1018033.8125,1331847.1482522532,1387142.7997414384
"450.3556320510 Da",489.31879,,"C24H50O7",6840997.633328469,7878100.063176312,7944527.97477868,8440623.022245787,1.464101567492058E7,1.6162367711383525E7,1933097.9666178206,2615469.435530526,2949089.723152793,4974855.259215672,5821697.942361702,5319779.192478685,1211389.25,1424640.5143409627,1240783.9803031383
"243.0871382835 Da",244.09452,,"C7H18NO6P",1.0381822226119565E7,1.0760281510143666E7,1.0171411751386985E7,1.1939409037886014E7,1.174606684642409E7,0.0,5379032.646882752,0.0,5547505.875700782,4071045.829104599,0.0,4384916.730911475,4712459.5,4258322.162082316,4508792.133734201
"337.3344708299 Da",338.34175,,"C22H43NO",3784103.2584556364,5411505.496187857,5644252.240923442,3007487.904548609,2610316.752603903,2894897.175931694,3659812.803895994,5335442.976314035,7069602.040118465,1.4847616949451808E7,2.0915056158949953E7,2.6964292127853014E7,695029.5,0.0,639584.7747090075
"502.2989119336 Da",541.26209,,"C22H46O12",6124366.886837406,8636941.748981997,7658875.955008811,1.0183994609328432E7,1.1133601090719279E7,1.1701734874588676E7,3943704.0321268523,4255640.502170456,4670389.534113122,3884702.1396277295,4243158.107387351,3396949.1364857047,1674677.375,1673722.8491922875,1820862.6555623328
"326.1915737835 Da",327.19884,"2-Dodecylbenzenesulfonic acid","C18H30O3S",5529659.42138018,1.1186711489987537E7,1.096301828147061E7,0.0,0.0,3642230.61088975,0.0,0.0,5027743.304902811,2624496.987345384,3630699.874446369,4392772.8492399985,2741162.0,7060982.70070002,1.431482222407848E7
"453.2855021083 Da",454.29281,"PE_16:0_0:0_","C21H44NO7P",1.0952497434523687E7,1.2785313046767449E7,1.2202040651256137E7,2.8755935390039574E7,3.201816628400376E7,3.2073147906987846E7,3017631.257271916,2640986.1949191787,2565530.1982440404,2524187.8577308645,3223623.9644872793,2806528.992704386,2929475.5,2785060.633147077,2675607.0420264564
"361.2464368707 Da",362.25371,,"C18H35NO6",2106485.376543091,0.0,2500495.391505363,4.3313104474633664E7,4.47404299536533E7,4.521196621748216E7,1769327.4824298867,1717358.8464844911,0.0,2834854.620519754,2107520.591483489,2555059.8951848806,735673.125,955003.4206707473,719828.7092091376
"554.2857966959 Da",555.29288,,"C25H47O11P",5069028.599213482,6166787.588152408,4839136.38558285,4454034.040670534,1.1723897382882528E7,1.3998053866822146E7,4363712.971424535,1.64630663850579E7,1.4465713526120335E7,8521406.460261965,7557322.397361798,8215748.369166772,2201586.5,3292457.9280528673,3658358.475232959
"523.0503892546 Da",524.05780,,"C15H19N5O12P2",9632297.573693791,7906596.398358893,9251886.085786644,1.4832992703963336E7,1.2446024216006352E7,1.2838248433420511E7,1.0017221922042187E7,9274122.260886589,9561473.919095542,5721739.582384544,4326888.36000986,4952051.182764063,3014622.5,3324010.982461076,2897380.4681172967
"414.2042741124 Da",453.16740,"Eplerenone","C24H30O6",1.042368823157188E7,1.0745875950419974E7,1.0008607475822074E7,1.143940189423477E7,1.0223565791229943E7,1.0844779618229508E7,7153894.220880785,6963640.021174511,6474650.715806025,5847533.740823842,5586430.288127076,5617591.679144025,2664294.5,2629629.791781144,2415216.8455630476
"385.3191962792 Da",424.28236,"Pentadecanoylcarnitine","C22H43NO4",2987779.296848499,6317320.862802052,9641812.246608652,0.0,0.0,0.0,2293891.810963118,4010411.186541513,6884512.281591579,1.3710800427224603E7,1.839507103369865E7,2.1768098665468E7,0.0,0.0,0.0
"494.3818343586 Da",533.34501,,"C26H54O8",7270101.672454143,7172145.477544624,8808489.800298177,8047974.3535442045,1.3646768432455331E7,1.367201226895299E7,1807214.1051328296,1644465.0577514372,2234433.4761552657,5480860.702832311,5704048.461084358,4621892.166823799,874871.1875,1320695.4174235978,1320525.0300665812
"465.2854445078 Da",466.29280,"LysoPC_14:1_9Z_","C22H44NO7P",1.6267776437758336E7,1.7987904012420345E7,1.867315683107704E7,1.5804584544703532E7,1.5689285211774852E7,1.5132011435968105E7,2661191.706070853,3080625.1101911343,2917896.4900498413,3849748.137800069,3502936.009409942,3620371.6094131763,2560152.75,2540056.840932189,2471207.0263763126
"587.1330269877 Da",626.09613,,,1.3736608128770553E7,1.5417427294359893E7,1.6323842156435745E7,1.7530573287959035E7,1.6314673982584579E7,1.6918228552979175E7,1.1673733850403035E7,1.0719777181641957E7,1.1787035533393022E7,8149055.522480848,7695228.36171933,8315334.947637432,3627395.25,4007738.832371869,3964998.2266023727
"555.2729364769 Da",556.28003,,"C18H49N7O4S4",0.0,6774160.244566796,0.0,9630390.884621747,9351931.54686267,6296052.755259016,6411805.564742085,5691566.330455814,4709583.1463829335,5786876.049409291,6056481.087512088,5582075.393557868,5753180.5,5520620.091815809,5818607.227563557
"452.3362423549 Da",475.32546,,"C24H44N4O4",3957110.906714343,4486574.747617872,4426140.942756756,6691054.760093157,5380314.566763116,7593656.168852256,3092112.9928566716,2236092.5417476725,3174435.7496212306,2608484.31153527,2627069.3316355543,2227813.417212679,1381607.0,1229644.1373203616,1449833.919671059
"362.3032097760 Da",385.29243,,"C20H42O5",4314646.963026026,5147224.282597882,5469295.405628303,6441177.871302062,8910137.641368294,8576848.853799773,0.0,0.0,0.0,3296488.8294861848,2947508.4477178436,3335302.641524455,765614.8125,803901.2033354442,1109617.3087601543
"324.1936900539 Da",363.15686,"Lactapiperanol D","C18H28O5",4719362.743263244,4908217.52275484,5661801.512186099,5768735.234673832,5911610.1352840895,5927722.36384469,4133318.1951474026,4257125.4016235145,4806553.3650319185,3027315.6113176877,2797993.768882199,2774131.322074258,1351798.375,1427578.1793259156,1474597.221317372
"238.1416011701 Da",277.10479,,"C10H22O6",3757964.6177069396,4557220.648090545,4145797.4281621077,1.5490912806534994E7,1.766586948844494E7,1.614436081985417E7,2388601.1887748856,2656722.36448774,2409570.685268906,2247879.9546953444,2465702.9139029537,2376301.7122286796,903614.3125,1012755.5717403432,953902.4445169752
"464.3712898982 Da",503.33443,,"C25H52O7",6369864.520000331,6049733.697927254,6061418.990835585,5800596.301899728,6982586.112305497,8698629.48465201,1504188.7106555663,1835247.1130238336,2104352.8675233913,1565338.0557836827,2294721.249153245,2216761.0901478156,773997.0,636893.8093294542,1031037.0426901692
"624.0826774459 Da",625.09017,,"C19H21N12O7PS2",7318301.761160765,1.1083149855215512E7,6524204.551167186,6698084.8163813,7250292.862840442,7566596.162763016,7331657.52059958,5562593.880831024,5745392.669531266,3261877.508852896,4054053.544582015,3889107.3384745116,1564833.625,2205826.792985967,2009091.2810136462
"508.3974863465 Da",547.36068,,"C27H56O8",6203056.565488178,6164253.550937267,6865295.689125717,6425415.206911994,8778319.329689048,1.1043633383485194E7,2373118.654486137,2390179.361122197,3227989.043739276,2191265.5373731023,3055780.3172598616,2729917.4791133576,804202.0625,839150.4607498285,0.0
"538.4081177151 Da",577.37126,,"C28H58O9",5310669.940857639,5855570.559904631,6503970.20251467,0.0,9159351.495029947,1.3394353658377858E7,0.0,0.0,2651562.241214228,4527556.460213461,4839178.189167852,4666091.397968926,907371.8125,1147766.2226266037,818618.7813559185
"282.1678671866 Da",321.13101,"Hexaethylene glycol","C12H26O7",4956454.277163438,5278706.66068741,4900907.39238144,1.0734782903007722E7,9304640.360091737,1.0374795619548336E7,3160842.116773393,2756096.268210122,4273864.209474486,3031012.304202033,2735962.235067329,3202513.4829168795,1376044.5,1711682.292490527,1400253.507711607
"546.3250624878 Da",585.28833,,"C24H50O13",0.0,0.0,5111011.141430038,7773126.13673227,8081554.914286183,8700411.980515916,2788738.8066815105,2358410.6458564983,3049829.130700058,2972488.440224662,2343329.982305419,3023922.076202773,1403805.125,1439790.0020189686,1349425.8158839871
"318.2770303910 Da",341.26625,,"C18H38O4",3501125.1737415497,4415704.342434339,4214372.654386644,4560065.752269814,5021479.102908555,6657413.33113035,0.0,0.0,0.0,2525290.0015722443,2041958.9162688286,2336067.825570821,0.0,621072.3307861403,602659.8343118384
"219.9895702013 Da",220.99695,,"C4H12O4S3",1.2467350187027682E7,1.1210059024577849E7,1.260383293826131E7,6213126.253826857,6508349.035201382,5140506.560565371,2737380.454839746,2861222.2483596145,2531014.3717318713,2856355.395457929,3166109.8106564535,2726968.9154615793,1801020.375,1478506.9070387594,1532223.5376214485
"420.3450690806 Da",443.33429,,"C23H48O6",4902169.92273544,5425797.370547326,4317280.545357508,6242680.3264195295,7080458.718400957,8664433.914343646,0.0,0.0,1917651.443738838,1799058.9803877883,1970673.849183797,2312076.4837114145,889339.25,986769.0759198932,984933.1357760272
"286.2143456700 Da",325.17759,"Hexadecanedioic acid","C16H30O4",3434303.9610717734,4206495.089757674,5445598.720341493,4840300.270390518,3661230.593607095,5269964.647773196,2238937.682862306,2813978.40181715,2638521.5128801432,3636081.7330934033,3196870.748368629,3204805.774498179,1149644.375,1126254.664280323,1085161.1439667728
"194.1153114956 Da",233.07846,"Tetraethylene glycol","C8H18O5",0.0,0.0,0.0,8602024.025255835,9371143.747828605,8738520.782194884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"480.2159175106 Da",503.20514,,"C18H41O10PS",4255091.316442072,5244752.472682928,3972409.5753015066,2492865.3448849875,8778273.747822281,1.123126869794056E7,0.0,2707517.3972610445,2125967.4939667764,3040091.0158447106,2836910.267344981,3003113.3389753657,998890.5625,1316705.764477654,1068448.6497912672
"328.2613558341 Da",367.22454,"MG_16:1_11Z_0:0_0:0_0:0_","C19H36O4",2804047.508082221,4846021.597463283,3906168.7350627678,0.0,0.0,3613644.8240578948,1853302.9358158472,3549775.2034474276,4862633.573806618,3086730.498400605,2818033.4033521204,3292605.1523417546,0.0,894274.9211397803,955473.1421314252
"579.0081034776 Da",580.01532,,"C22H9N7O11S",9338209.719320256,8475118.753393646,8491810.957266388,6314590.843201609,4720888.370759646,5957957.824369001,3104327.0057475027,3319678.2953516003,3981732.987573105,2582466.2808527835,0.0,3152277.556434781,2088346.25,1800328.7392578053,2037061.730068181
"552.4237092101 Da",591.38683,,"C29H60O9",5692067.83789778,6042020.2892656,5778523.656842342,3473251.9990736577,6083601.6361250775,8128252.015103708,3503152.8026698665,3185035.8099056925,2442756.8791901586,2540957.656179832,2038086.6929785234,0.0,946329.0625,0.0,1038487.3429247802
"298.2508367981 Da",299.25808,"3-Oxooctadecanoic acid","C18H34O3",3174359.811353197,4168428.1665180638,3663884.1295787734,2895939.2320085377,4520848.179378768,5431525.518974531,2408161.714350799,3969043.1876434255,3418901.1749730357,2719273.817677789,2493283.2342475075,3185035.9877577787,788471.4375,1036579.1484038762,1021452.8139360186
