"Bucket label","m/z","Name","Formula","BY0_000001","BY0_000002","BY0_000003","GRE3_000001","GRE3_000002","GRE3_000003","ENO1_000001","ENO1_000002","ENO1_000003","dGLO1_000001","dGLO1_000002","dGLO1_000003","GLO2_000001","GLO2_000002","GLO2_000003"
"701.0001341112 Da",702.00741,,"C26H23NO14S4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654483.875,0.0,0.0
"705.9431554228 Da",706.95043,,"C24H10N4O18S2",0.0,0.0,0.0,2974374.493154049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"890.7992512061 Da",891.80653,,"C47H106N10OS2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662973.2467921006,0.0
"758.2920881839 Da",759.29936,,,0.0,0.0,0.0,0.0,2910442.494124145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"582.0734751761 Da",583.08075,,"C19H23N2O17P",0.0,0.0,2482932.841866352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"781.7773055071 Da",782.78458,,"C28H6N4O6S9",0.0,2500951.4304636936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"834.5500040940 Da",835.55728,,"C38H66N20S",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654436.4375,0.0,0.0
"580.7335993641 Da",581.74088,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658194.5901354413
"639.6749148256 Da",640.68219,,"C31H89N7O3S",2481685.001947872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"720.8277004716 Da",721.83498,,"C15H19N3O10S10",0.0,2500673.904427502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"763.5609804429 Da",764.56826,,,0.0,0.0,0.0,0.0,0.0,0.0,1833191.207295666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"688.9761892890 Da",689.98347,,"C19H20N11O4PS6",0.0,0.0,0.0,0.0,0.0,0.0,1833156.8884338248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"885.9660446776 Da",886.97332,,"C21H14N26S8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1361029.2136915934,0.0,0.0,0.0,0.0,0.0
"312.1767220419 Da",313.18400,,"C10H28N6OS2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662816.1070401038,0.0
"560.1843489998 Da",561.19163,,"C36H32O2S2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1859067.3010928822,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"930.1229905915 Da",931.13027,,"C40H34N8O11S4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662809.7125538219,0.0
"634.9950996731 Da",636.00238,,"C17H22N3O15PS3",0.0,0.0,0.0,0.0,0.0,2921208.522596566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"610.9053410756 Da",611.91262,,"C25H13N3O2S7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832691.159915667,0.0,0.0,0.0,0.0,0.0,0.0
"722.4012710237 Da",723.40855,,"C27H69N2O13P3",0.0,0.0,0.0,2973439.9927424127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"749.7526058869 Da",750.75988,,"C51H95N3",0.0,0.0,2482172.180592362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"698.4327570002 Da",699.44003,,"C32H58N8O9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1360877.7631637321,0.0,0.0,0.0,0.0,0.0
"581.1085416509 Da",582.11582,,"C39H19NO3S",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662758.4933518212,0.0
"618.2723862409 Da",619.27966,,"C15H46N12O8S3",0.0,0.0,0.0,0.0,0.0,2920880.9317787476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"742.6772779491 Da",743.68455,,"C40H86N8O4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832541.3027072635,0.0,0.0,0.0,0.0,0.0,0.0
"594.4334330084 Da",595.44071,,"C25H63N4O9P",0.0,0.0,2482003.8297493025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"791.1155110836 Da",792.12279,,"C20H45NO21P4S",2480997.17416745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"694.9239076852 Da",695.93118,,"C14H18N9O10PS6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1360744.1226979455,0.0,0.0,0.0,0.0,0.0
"1335.4049210784 Da",1336.41220,,"C33H71N21O32P2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657974.6409237328
"734.8707258592 Da",735.87800,,"C20H25N5OS12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318457.5176077131,0.0,0.0,0.0
"639.9286220625 Da",640.93590,,"C18H17N4O10PS5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832391.9706993566,0.0,0.0,0.0,0.0,0.0,0.0
"569.2540513850 Da",570.26133,,"C21H47NO12S2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1858580.0296148632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"697.9280648393 Da",698.93534,,"C23H12N2O18P2S",0.0,0.0,0.0,2972830.437154762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"659.4518248421 Da",660.45910,"PE-NMe2_14:1_9Z_14:1_11Z_","C35H66NO8P",2480654.682388432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"758.2157566471 Da",759.22303,,"C22H55N4O12PS5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662620.6636821609,0.0
"783.6590654025 Da",784.66634,"Glucosylceramide _d18:1_22:0_","C46H89NO8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1360558.612051372,0.0,0.0,0.0,0.0,0.0
"686.9419969538 Da",687.94927,,"C23H9N7O13S3",0.0,2499522.4818625455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"587.5586822540 Da",588.56596,,"C28H74N7O3P",0.0,2499347.6547898324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"717.6143173829 Da",718.62159,,"C32H88N5O7PS",0.0,0.0,0.0,2972410.6220762217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"712.1887589480 Da",713.19604,,"C23H37N8O14PS",2480304.606016384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"776.2574357309 Da",777.26471,,"C34H50O16P2",0.0,2499283.6470637573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"704.1512963966 Da",705.15857,,"C23H21N20O4PS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662522.2772298631,0.0
"582.4109076300 Da",583.41818,,"C30H66N2S4",0.0,0.0,0.0,0.0,0.0,0.0,1832258.6447539984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2559.0599495398 Da",2560.06723,,,0.0,0.0,0.0,2972303.253943821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"824.9753261887 Da",825.98260,,"C24H19N13O9S6",0.0,0.0,0.0,0.0,0.0,0.0,1832152.3613400306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"681.4977378376 Da",682.50501,,"C28H75N9OS4",0.0,0.0,0.0,0.0,0.0,2919562.4764003893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"697.3610687126 Da",698.36835,,"C27H63N5O7S4",0.0,2498865.4473310797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"736.1012824431 Da",737.10856,,"C23H24N14O9S3",0.0,0.0,0.0,0.0,0.0,0.0,1831760.1457761298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1947.0024846284 Da",1948.00976,,"C113H151N4O16PS3",0.0,0.0,0.0,0.0,2907631.1491098166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"679.1654221333 Da",680.17270,,"C35H30N5O6PS",2479530.740508776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1242.4637535409 Da",1243.47103,,"C55H82N14O5S7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653794.25,0.0,0.0
"731.3184416995 Da",732.32572,,"C25H57N13S6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1857580.2707149917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"287.2824950232 Da",288.28977,,"C17H37NO2",2479361.509276791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"745.8567715029 Da",746.86405,,"C15H7N16O5PS7",0.0,0.0,0.0,2971232.1290039187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"627.8281058610 Da",628.83538,,"C15H16O9S9",2479318.8459409964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"603.7496489531 Da",604.75693,,"C18H4O6S9",2479253.4288261114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"720.0293614832 Da",721.03664,,"C25H20O25",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1317551.8369576668,0.0,0.0,0.0
"634.0527780104 Da",635.06005,,"C21H14N8O16",0.0,0.0,0.0,0.0,2907077.218253311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"847.2045623112 Da",848.21184,,"C21H37N17O16S2",0.0,0.0,0.0,0.0,2907065.266910195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"661.9272892005 Da",662.93457,,"C23H11N4O12PS3",0.0,0.0,0.0,0.0,0.0,2918562.1245418894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"733.8536074091 Da",734.86088,,,0.0,0.0,0.0,0.0,0.0,2918535.336877059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"651.7826594979 Da",652.78994,,"C19H12N2O2S11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1830998.2636478378,0.0,0.0,0.0,0.0,0.0,0.0
"621.0105128006 Da",622.01779,,"C15H31N3O9S7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1857214.9946835467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"630.9787808801 Da",631.98606,,"C14H34NO8PS8",0.0,0.0,0.0,0.0,0.0,2918348.660337774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"644.5380727256 Da",645.54535,"DG_16:0_22:4_7Z,10Z,13Z,16Z_0:0_","C41H72O5",0.0,2497829.381973938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"834.9391737479 Da",835.94645,,"C36H9N11O5S5",0.0,0.0,0.0,0.0,2906683.6577451257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"905.4714588723 Da",906.47874,,"C39H71N9O11S2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653586.625,0.0,0.0
"765.3875228500 Da",766.39480,,"C41H60N5O3PS2",0.0,0.0,0.0,0.0,0.0,0.0,1831014.9362047184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"565.4063273267 Da",566.41360,,"C27H51N9O4",2478399.2140360903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"730.5171351375 Da",731.52441,,"C24H70N14O9S",0.0,0.0,0.0,0.0,0.0,2917680.3639078974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"716.9153130161 Da",717.92259,,"C21H9N3O22P2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653497.1875,0.0,0.0
"613.3854515945 Da",614.39273,,"C24H72NO3PS5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657266.7049356615
"742.9705324294 Da",743.97781,,"C18H38N3O6PS10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1830455.5564678719,0.0,0.0,0.0,0.0,0.0,0.0
"861.8812932717 Da",862.88857,,"C23H15N2O26PS3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359244.9574727986,0.0,0.0,0.0,0.0,0.0
"939.8078304813 Da",940.81511,,"C27H9O30PS3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359196.8573051516,0.0,0.0,0.0,0.0,0.0
"886.4579108191 Da",887.46519,,"C27H79N6O19PS2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1856573.9414635582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"838.6129604882 Da",839.62024,,"C41H74N16O3",0.0,0.0,0.0,2969624.1634020125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"603.6265897445 Da",604.63387,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1856516.9392243293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"700.7351894145 Da",701.74247,,"C14H7NO14S9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1341375.9743713732,0.0,0.0,0.0,0.0
"740.2498640471 Da",741.25714,,"C24H51N6O12P3S",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1856328.7075309255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"573.1992073917 Da",574.20648,"2-amino-4-_2-_4-_5-_2-carboxy-2-hydroxyethyl_-2-hydroxyphenyl_-3-hydroxy-2-methylbutan-2-yl_sulfanyl_-1-_carboxymethyl_-C-hydroxycarbonimidoyl_ethyl_-C-hydroxycarbonimidoyl_butanoic acid","C24H35N3O11S",0.0,0.0,0.0,2969270.2462248397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1086.2097304615 Da",1087.21701,,"C43H50N12O10S6",0.0,0.0,0.0,0.0,0.0,0.0,1830338.3643569895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"734.7339786326 Da",735.74126,,"C34H102N8OS3",0.0,0.0,0.0,0.0,0.0,2916590.7198332967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"588.8917131574 Da",589.89899,,"C16H11N7O4S7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657021.9886506712
"816.5111641262 Da",817.51844,,"C34H76N10O6S3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1856026.4713590639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"864.9928986506 Da",866.00018,,"C17H27N19O5S9",0.0,0.0,0.0,0.0,0.0,0.0,1829948.0748516615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"583.5190408955 Da",584.52632,,"C36H65N5O",0.0,0.0,0.0,0.0,0.0,2916247.223839485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"653.4020877587 Da",654.40936,,"C49H51N",2476972.599490825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"915.2354763751 Da",916.24275,,"C41H46N11O4PS4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1358555.9550713697,0.0,0.0,0.0,0.0,0.0
"809.2453133203 Da",810.25259,,"C26H60N5O9PS6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1855537.4241103523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"755.3810231563 Da",756.38830,,"C19H54N19O9PS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1358393.324504542,0.0,0.0,0.0,0.0,0.0
"613.8246046117 Da",614.83188,,"C14H18N2O3S11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340700.0226087207,0.0,0.0,0.0,0.0
"711.4299686137 Da",712.43725,,"C28H65N5O13S",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1855436.560335019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"641.4074916945 Da",642.41477,,"C20H52N17O5P",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656785.6328244283
"776.4938040133 Da",777.50108,,"C34H76N6O7S3",0.0,2495329.9758046223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"564.8719906757 Da",565.87927,,"C12H11N3O11S6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1358206.5138534375,0.0,0.0,0.0,0.0,0.0
"590.1483289555 Da",591.15561,,"C24H30O17",0.0,2495159.208923489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"768.8294148755 Da",769.83669,,,0.0,0.0,0.0,0.0,2903631.896177422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"661.1835446814 Da",662.19082,,"C37H19N13O",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1315946.048789824,0.0,0.0,0.0
"755.4004960004 Da",756.40777,,"C18H53N21O10S",0.0,0.0,0.0,2967337.3357989485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"593.1425910289 Da",594.14987,,"C16H23N11O14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1855071.1067265046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"681.4260435233 Da",682.43332,,"C34H55N11O2S",0.0,0.0,0.0,2967268.5974707976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"573.3137996177 Da",574.32108,,"C18H47N13O2S3",0.0,0.0,0.0,2967245.874056533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"814.4984897215 Da",815.50577,,"C33H75N12O3PS3",0.0,0.0,0.0,0.0,0.0,0.0,1829081.6986864023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"738.8886680431 Da",739.89594,,"C18H9N7O18S4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1854976.6357256642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"709.3760523100 Da",710.38333,,"C39H55N3O7S",0.0,0.0,0.0,2967096.751650421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"914.5341856546 Da",915.54146,,"C44H82N8O4S4",2475876.388779436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"811.2870009126 Da",812.29428,,"C43H46N3O11P",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652860.5625,0.0,0.0
"693.5919310184 Da",694.59921,,"C43H75N5O2",0.0,0.0,0.0,0.0,0.0,2914744.8823035955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"734.6544498688 Da",735.66173,,"C38H86N8O3S",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656617.9836253353
"678.5468635406 Da",679.55414,,"C38H78O7S",0.0,0.0,2476732.78856451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"803.3067634442 Da",804.31404,,"C46H41N7O7",0.0,0.0,0.0,0.0,0.0,0.0,1828870.18243587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"838.4101967969 Da",839.41747,,"C37H79N2O4PS6",0.0,0.0,0.0,0.0,0.0,0.0,1828756.3698838453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"690.2387631549 Da",691.24604,,"C26H35N12O9P",0.0,0.0,0.0,0.0,2902756.6687478498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"983.2837805603 Da",984.29106,,"C27H42N27O9PS2",0.0,0.0,0.0,0.0,2902479.008474067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"728.5218504542 Da",729.52913,,"C26H60N22O3",0.0,0.0,0.0,0.0,0.0,2913807.593072716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"584.9673813082 Da",585.97466,,"C15H7N17S5",0.0,0.0,0.0,0.0,0.0,2913797.5476984046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"674.0996723207 Da",675.10695,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652638.0625,0.0,0.0
"816.9511961172 Da",817.95847,,"C23H12N15O10PS4",0.0,0.0,0.0,0.0,0.0,0.0,1828353.9987383792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"568.0072894209 Da",569.01457,,"C24H14N2O11P2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652610.5,0.0,0.0
"728.8896933464 Da",729.89697,,"C20H15N11O2S9",0.0,0.0,0.0,0.0,2902166.050047361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"726.3534123415 Da",727.36069,,"C28H42N18O6",0.0,2493782.5651432755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"829.2660848328 Da",830.27336,,"C30H43N11O15S",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1315237.5016887793,0.0,0.0,0.0
"886.5786449153 Da",887.58592,,"C40H78N12O8S",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661045.720704452,0.0
"567.6779501892 Da",568.68523,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652551.5625,0.0,0.0
"563.7815742531 Da",564.78885,,"C16H5O7PS7",0.0,0.0,0.0,2965638.7605826617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"848.2327992481 Da",849.24008,,"C42H41N8O6PS2",2474633.226578087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"681.8332133015 Da",682.84049,,"C25H6N4O6S7",0.0,0.0,0.0,0.0,2901856.4268791983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"569.1755036228 Da",570.18278,,"C19H43N3O6S5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1853974.2131697542,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"658.2062782384 Da",659.21355,,"C19H51N2O12PS4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1315103.0981764568,0.0,0.0,0.0
"587.6429518126 Da",588.65023,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652501.875,0.0,0.0
"611.1437846343 Da",612.15106,"Delphinidin 3-O-_coumaroylglucoside_","C30H27O14",0.0,0.0,0.0,0.0,0.0,0.0,1827995.5767476181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"751.4674574184 Da",752.47473,,"C38H69N7O2S3",0.0,2493412.610039953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"701.2870726919 Da",702.29435,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1853860.0311142271,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"643.4428126598 Da",644.45009,,"C27H57N13O3S",0.0,0.0,0.0,0.0,2901599.611971315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"604.2555477247 Da",605.26282,,"C21H52N2O9S4",0.0,2493310.6275808704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"886.2795042560 Da",887.28678,,"C22H46N16O20S",0.0,2493306.80622409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"733.6537497615 Da",734.66103,,"C43H92NO3PS",0.0,0.0,0.0,0.0,0.0,0.0,1827771.2784720124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"600.0526169504 Da",601.05989,,"C13H32N10OS8",0.0,0.0,0.0,2964994.5517882574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"809.2125768099 Da",810.21985,,"C48H43NO3S4",0.0,0.0,0.0,0.0,0.0,0.0,1827747.465384204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"761.3554943322 Da",762.36277,,"C31H71NO7S6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357000.2396491244,0.0,0.0,0.0,0.0,0.0
"1823.1712437565 Da",1824.17852,,"C63H31N41O23P2S",0.0,0.0,2475057.5791191407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"637.1206819543 Da",638.12796,,"C31H15N11O6",0.0,0.0,2474860.0632708757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"791.4054404997 Da",792.41272,,"C32H78N3O4PS6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1314734.9056117716,0.0,0.0,0.0
"598.8046810118 Da",599.81196,,"C13H14NO6PS9",2473835.422198728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"831.8431703603 Da",832.85045,,"C28H12N6O9S8",0.0,0.0,0.0,2964586.0984168495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"773.9027510745 Da",774.91003,,"C19H30N6O3S12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652313.5,0.0,0.0
"592.3081715065 Da",593.31545,,"C25H40N10O7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1314642.700015689,0.0,0.0,0.0
"584.2245713628 Da",585.23185,,"C36H32N4O2S",0.0,0.0,0.0,0.0,2900721.8830978354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
